City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Raised,13353.92218,,
,,,,Rogers County,,,,,Chelsea,OK,,955,,5778,5.778,,95.5
,,,,Rogers County,,,,,Claremore,OK,,3398,,28184,28.184,,339.8
,,,,Rogers County,,,,,Claremore,OK,,1271,,18030,18.03,,127.1
,,,,Pawnee County,,,,,Cleveland,OK,,913,,7241,7.241,,91.3
,,,,Tulsa County,,,,,Collinsville,OK,,1262,,19641,19.641,,126.2
,,,,Washington County,,,,,Copan,OK,,200,,1870,1.87,,20
,,,,Payne County,,,,,Cushing,OK,,1997,,11479,11.479,,199.7
,,,,Creek County,,,,,Depew,OK,,194,,1714,1.714,,19.4
,,,,Washington County,,,,,Dewey,OK,,743,,5105,5.105,,74.3
,,,,Tulsa County,,,,,Glenpool,OK,,1286,,11454,11.454,,128.6
,,,,Osage County,,,,,Hominy,OK,,647,,4113,4.113,,64.7
,,,,Rogers County,,,,,Inola,OK,,815,,7357,7.357,,81.5
,,,,Tulsa County,,,,,Jenks,OK,,1158,,17715,17.715,,115.8
,,,,Pawnee County,,,,,Jennings,OK,,283,,2129,2.129,,28.3
,,,,Creek County,,,,,Kellyville,OK,,621,,3806,3.806,,62.1
,,,,Creek County,,,,,Kiefer,OK,,308,,2757,2.757,,30.8
,,,,Creek County,,,,,Mannford,OK,,999,,7316,7.316,,99.9
,,,,Creek County,,,,,Mounds,OK,,918,,6904,6.904,,91.8
,,,,Washington County,,,,,Ochelata,OK,,239,,1875,1.875,,23.9
,,,,Rogers County,,,,,Oologah,OK,,334,,4696,4.696,,33.4
,,,,Tulsa County,,,,,Owasso,OK,,2929,,44415,44.415,,292.9
,,,,Osage County,,,,,Pawhuska,OK,,1111,,5318,5.318,,111.1
,,,,Pawnee County,,,,,Pawnee,OK,,707,,3962,3.962,,70.7
,,,,Payne County,,,,,Perkins,OK,,945,,5635,5.635,,94.5
,,,,Washington County,,,,,Ramona,OK,,164,,2037,2.037,,16.4
,,,,Tulsa County,,,,,Sand Springs,OK,,3270,,31448,31.448,,327
,,,,Creek County,,,,,Sapulpa,OK,,4434,,32474,32.474,,443.4
,,,,Osage County,,,,,Skiatook,OK,,2187,,15194,15.194,,218.7
,,,,Tulsa County,,,,,Sperry,OK,,677,,5754,5.754,,67.7
,,,,Payne County,,,,,Stillwater,OK,,8238,,31482,31.482,,823.8
,,,,Payne County,,,,,Stillwater,OK,,7439,,25217,25.217,,743.9
,,,,Lincoln County,,,,,Stroud,OK,,513,,4176,4.176,,51.3
,,,,Rogers County,,,,,Talala,OK,,468,,2816,2.816,,46.8
,,,,Payne County,,,,,Yale,OK,,361,,2325,2.325,,36.1
,,,,Tulsa County,,,,,Tulsa,OK,,2811,,11827,11.827,,281.1
,,,,Tulsa County,,,,,Tulsa,OK,,3846,,25562,25.562,,384.6
,,,,Tulsa County,,,,,Tulsa,OK,,4954,,20000,20,,495.4
,,,,Tulsa County,,,,,Tulsa,OK,,1753,,7153,7.153,,175.3
,,,,Tulsa County,,,,,Tulsa,OK,,5671,,14785,14.785,,567.1
,,,,Tulsa County,,,,,Tulsa,OK,,3774,,20472,20.472,,377.4
,,,,Tulsa County,,,,,Tulsa,OK,,1202,,16070,16.07,,120.2
,,,,Tulsa County,,,,,Tulsa,OK,,7397,,23484,23.484,,739.7
,,,,Rogers County,,,,,Catoosa,OK,,1290,,4238,4.238,,129
,,,,Tulsa County,,,,,Tulsa,OK,,667,,3305,3.305,,66.7
,,,,Tulsa County,,,,,Tulsa,OK,,707,,4915,4.915,,70.7
,,,,Tulsa County,,,,,Tulsa,OK,,3770,,15907,15.907,,377
,,,,Tulsa County,,,,,Tulsa,OK,,2191,,12620,12.62,,219.1
,,,,Tulsa County,,,,,Tulsa,OK,,3988,,19451,19.451,,398.8
,,,,Tulsa County,,,,,Oakhurst,OK,,260,,3014,3.014,,26
,,,,Tulsa County,,,,,Tulsa,OK,,784,,8922,8.922,,78.4
,,,,Tulsa County,,,,,Tulsa,OK,,4560,,46028,46.028,,456
,,,,Tulsa County,,,,,Tulsa,OK,,2297,,16427,16.427,,229.7
,,,,Tulsa County,,,,,Tulsa,OK,,3259,,20982,20.982,,325.9
,,,,Tulsa County,,,,,Tulsa,OK,,5809,,31726,31.726,,580.9
,,,,Tulsa County,,,,,Tulsa,OK,,2203,,28046,28.046,,220.3
,,,,Tulsa County,,,,,Tulsa,OK,,2835,,18284,18.284,,283.5
,,,,Tulsa County,,,,,Tulsa,OK,,4071,,16181,16.181,,407.1
,,,,Mayes County,,,,,Adair,OK,,298,,3336,3.336,,29.8
,,,,Delaware County,,,,,Afton,OK,,1362,,6955,6.955,,136.2
,,,,Mayes County,,,,,Chouteau,OK,,1314,,5009,5.009,,131.4
,,,,Ottawa County,,,,,Commerce,OK,,716,,2388,2.388,,71.6
,,,,Ottawa County,,,,,Fairland,OK,,575,,3220,3.22,,57.5
,,,,Delaware County,,,,,Grove,OK,,2041,,15197,15.197,,204.1
,,,,Mayes County,,,,,Locust Grove,OK,,1391,,6627,6.627,,139.1
,,,,Ottawa County,,,,,Miami,OK,,3674,,18003,18.003,,367.4
,,,,Mayes County,,,,,Pryor,OK,,2914,,16465,16.465,,291.4
,,,,Ottawa County,,,,,Quapaw,OK,,572,,2955,2.955,,57.2
,,,,Mayes County,,,,,Salina,OK,,958,,4377,4.377,,95.8
,,,,Craig County,,,,,Welch,OK,,327,,2051,2.051,,32.7
,,,,Ottawa County,,,,,Wyandotte,OK,,654,,3606,3.606,,65.4
,,,,Muskogee County,,,,,Muskogee,OK,,4401,,16495,16.495,,440.1
,,,,Muskogee County,,,,,Muskogee,OK,,5893,,30561,30.561,,589.3
,,,,Okmulgee County,,,,,Beggs,OK,,731,,4591,4.591,,73.1
,,,,McIntosh County,,,,,Checotah,OK,,1668,,9465,9.465,,166.8
,,,,Cherokee County,,,,,Cookson,OK,,139,,985,0.985,,13.9
,,,,Wagoner County,,,,,Coweta,OK,,1413,,15323,15.323,,141.3
,,,,McIntosh County,,,,,Eufaula,OK,,1737,,9454,9.454,,173.7
,,,,Muskogee County,,,,,Fort Gibson,OK,,1286,,8791,8.791,,128.6
,,,,Muskogee County,,,,,Haskell,OK,,940,,5142,5.142,,94
,,,,Okmulgee County,,,,,Henryetta,OK,,1983,,10178,10.178,,198.3
,,,,Cherokee County,,,,,Hulbert,OK,,1102,,5744,5.744,,110.2
,,,,Okmulgee County,,,,,Morris,OK,,567,,3309,3.309,,56.7
,,,,Okmulgee County,,,,,Okmulgee,OK,,3535,,16604,16.604,,353.5
,,,,Cherokee County,,,,,Pettit,OK,,661,,4337,4.337,,66.1
,,,,Wagoner County,,,,,Porter,OK,,333,,3166,3.166,,33.3
,,,,McIntosh County,,,,,Porum,OK,,710,,3195,3.195,,71
,,,,McIntosh County,,,,,Eufaula,OK,,1414,,7557,7.557,,141.4
,,,,Cherokee County,,,,,Tahlequah,OK,,7007,,31494,31.494,,700.7
,,,,Wagoner County,,,,,Wagoner,OK,,2982,,15226,15.226,,298.2
,,,,Cherokee County,,,,,Welling,OK,,305,,1809,1.809,,30.5
,,,,Pittsburg County,,,,,McAlester,OK,,4420,,28069,28.069,,442
,,,,Pittsburg County,,,,,Krebs,OK,,266,,1750,1.75,,26.6
,,,,Pittsburg County,,,,,Quinton,OK,,468,,2013,2.013,,46.8
,,,,LeFlore County,,,,,Talihina,OK,,782,,3619,3.619,,78.2
,,,,Kay County,,,,,Ponca City,OK,,3976,,19164,19.164,,397.6
,,,,Kay County,,,,,Ponca City,OK,,1065,,12534,12.534,,106.5
,,,,Kay County,,,,,Blackwell,OK,,1568,,7506,7.506,,156.8
,,,,Kay County,,,,,Newkirk,OK,,566,,3705,3.705,,56.6
,,,,Kay County,,,,,Tonkawa,OK,,740,,3814,3.814,,74
,,,,Bryan County,,,,,Durant,OK,,4694,,24232,24.232,,469.4
,,,,Bryan County,,,,,Bokchito,OK,,385,,2452,2.452,,38.5
,,,,McCurtain County,,,,,Broken Bow,OK,,2733,,11128,11.128,,273.3
,,,,Bryan County,,,,,Calera,OK,,644,,4815,4.815,,64.4
,,,,Bryan County,,,,,Colbert,OK,,424,,3200,3.2,,42.4
,,,,McCurtain County,,,,,Haworth,OK,,473,,2244,2.244,,47.3
,,,,McCurtain County,,,,,Idabel,OK,,2347,,9847,9.847,,234.7
,,,,McCurtain County,,,,,Valliant,OK,,587,,3779,3.779,,58.7
,,,,Pottawatomie County,,,,,Shawnee,OK,,4738,,21917,21.917,,473.8
,,,,Pottawatomie County,,,,,Shawnee,OK,,2490,,20930,20.93,,249
,,,,Pontotoc County,,,,,Ada,OK,,5321,,31352,31.352,,532.1
,,,,Pontotoc County,,,,,Allen,OK,,419,,2211,2.211,,41.9
,,,,Lincoln County,,,,,Chandler,OK,,1082,,7719,7.719,,108.2
,,,,Seminole County,,,,,Konawa,OK,,690,,3059,3.059,,69
,,,,Pottawatomie County,,,,,McLoud,OK,,1264,,10389,10.389,,126.4
,,,,Pottawatomie County,,,,,Maud,OK,,420,,1985,1.985,,42
,,,,Lincoln County,,,,,Meeker,OK,,518,,4811,4.811,,51.8
,,,,Cleveland County,,,,,Norman,OK,,1014,,8689,8.689,,101.4
,,,,Lincoln County,,,,,Prague,OK,,574,,5303,5.303,,57.4
,,,,Seminole County,,,,,Seminole,OK,,2612,,13700,13.7,,261.2
,,,,Pontotoc County,,,,,Stonewall,OK,,348,,2429,2.429,,34.8
,,,,Garvin County,,,,,Stratford,OK,,574,,3199,3.199,,57.4
,,,,Pottawatomie County,,,,,Tecumseh,OK,,1693,,11649,11.649,,169.3
,,,,Oklahoma County,,,,,Harrah,OK,,1004,,5111,5.111,,100.4
,,,,Seminole County,,,,,Wewoka,OK,,1654,,5772,5.772,,165.4
,,,,LeFlore County,,,,,Arkoma,OK,,598,,1859,1.859,,59.8
,,,,LeFlore County,,,,,Pocola,OK,,961,,4073,4.073,,96.1
,,,,LeFlore County,,,,,Rock Island,OK,,606,,2487,2.487,,60.6
,,,,LeFlore County,,,,,Heavener,OK,,1665,,5536,5.536,,166.5
,,,,LeFlore County,,,,,Howe,OK,,566,,2843,2.843,,56.6
,,,,Sequoyah County,,,,,Muldrow,OK,,2746,,11822,11.822,,274.6
,,,,LeFlore County,,,,,Poteau,OK,,2257,,11787,11.787,,225.7
,,,,Sequoyah County,,,,,Roland,OK,,1158,,4993,4.993,,115.8
,,,,Sequoyah County,,,,,Sallisaw,OK,,3892,,15032,15.032,,389.2
,,,,LeFlore County,,,,,Shady Point,OK,,388,,1798,1.798,,38.8
,,,,LeFlore County,,,,,Spiro,OK,,1577,,7319,7.319,,157.7
,,,,Cherokee County,,,,,Cookson,OK,,1333,,4747,4.747,,133.3
,,,,LeFlore County,,,,,Wister,OK,,525,,3701,3.701,,52.5
,,,,Dallas County,,,,,Addison,TX,,1257,,14617,14.617,,125.7
,,,,Collin County,,,,,Allen,TX,,4746,,69688,69.688,,474.6
,,,,Denton County,,,,,Carrollton,TX,,7466,,50788,50.788,,746.6
,,,,Denton County,,,,,Carrollton,TX,,4207,,53744,53.744,,420.7
,,,,Collin County,,,,,Celina,TX,,1042,,10557,10.557,,104.2
,,,,Denton County,,,,,Carrollton,TX,,1868,,27822,27.822,,186.8
,,,,Collin County,,,,,Allen,TX,,956,,38975,38.975,,95.6
,,,,Dallas County,,,,,Coppell,TX,,1719,,41947,41.947,,171.9
,,,,Denton County,,,,,Flower Mound,TX,,773,,24625,24.625,,77.3
,,,,Collin County,,,,,Plano,TX,,2614,,49563,49.563,,261.4
,,,,Collin County,,,,,Plano,TX,,1947,,42405,42.405,,194.7
,,,,Collin County,,,,,Plano,TX,,2440,,53559,53.559,,244
,,,,Denton County,,,,,Flower Mound,TX,,1152,,47056,47.056,,115.2
,,,,Rockwall County,,,,,Rockwall,TX,,1929,,31399,31.399,,192.9
,,,,Collin County,,,,,Frisco,TX,,4324,,95996,95.996,,432.4
,,,,Collin County,,,,,Frisco,TX,,2058,,65264,65.264,,205.8
,,,,Dallas County,,,,,Irving,TX,,4502,,29762,29.762,,450.2
,,,,Dallas County,,,,,Irving,TX,,875,,18010,18.01,,87.5
,,,,Dallas County,,,,,Garland,TX,,7871,,62277,62.277,,787.1
,,,,Dallas County,,,,,Garland,TX,,8053,,33304,33.304,,805.3
,,,,Dallas County,,,,,Garland,TX,,9608,,39559,39.559,,960.8
,,,,Dallas County,,,,,Garland,TX,,6928,,59951,59.951,,692.8
,,,,Dallas County,,,,,Garland,TX,,4396,,40942,40.942,,439.6
,,,,Dallas County,,,,,Sachse,TX,,642,,24203,24.203,,64.2
,,,,Dallas County,,,,,Grand Prairie,TX,,7864,,42670,42.67,,786.4
,,,,Dallas County,,,,,Grand Prairie,TX,,8410,,40962,40.962,,841
,,,,Dallas County,,,,,Grand Prairie,TX,,7625,,94133,94.133,,762.5
,,,,Denton County,,,,,The Colony,TX,,3563,,57115,57.115,,356.3
,,,,Denton County,,,,,Lewisville,TX,,2322,,14562,14.562,,232.2
,,,,Dallas County,,,,,Irving,TX,,7605,,47922,47.922,,760.5
,,,,Dallas County,,,,,Irving,TX,,10529,,54907,54.907,,1052.9
,,,,Dallas County,,,,,Irving,TX,,7274,,48553,48.553,,727.4
,,,,Dallas County,,,,,Irving,TX,,2780,,38383,38.383,,278
,,,,Denton County,,,,,Lake Dallas,TX,,968,,12457,12.457,,96.8
,,,,Denton County,,,,,Lewisville,TX,,7088,,66896,66.896,,708.8
,,,,Denton County,,,,,Little Elm,TX,,3901,,55848,55.848,,390.1
,,,,Collin County,,,,,McKinney,TX,,5108,,36879,36.879,,510.8
,,,,Collin County,,,,,McKinney,TX,,4012,,93299,93.299,,401.2
,,,,Collin County,,,,,McKinney,TX,,2743,,49846,49.846,,274.3
,,,,Collin County,,,,,Plano,TX,,6608,,48977,48.977,,660.8
,,,,Collin County,,,,,Plano,TX,,3104,,35933,35.933,,310.4
,,,,Denton County,,,,,Lewisville,TX,,1487,,36181,36.181,,148.7
,,,,Collin County,,,,,Prosper,TX,,676,,20611,20.611,,67.6
,,,,Dallas County,,,,,Richardson,TX,,7514,,50247,50.247,,751.4
,,,,Dallas County,,,,,Richardson,TX,,3066,,37960,37.96,,306.6
,,,,Dallas County,,,,,Richardson,TX,,608,,23733,23.733,,60.8
,,,,Rockwall County,,,,,Rockwall,TX,,1584,,33110,33.11,,158.4
,,,,Dallas County,,,,,Rowlett,TX,,1855,,25842,25.842,,185.5
,,,,Dallas County,,,,,Rowlett,TX,,2061,,33117,33.117,,206.1
,,,,Collin County,,,,,Plano,TX,,2950,,48021,48.021,,295
,,,,Collin County,,,,,Murphy,TX,,1032,,23097,23.097,,103.2
,,,,Collin County,,,,,Wylie,TX,,3713,,54534,54.534,,371.3
,,,,Van Zandt County,,,,,Canton,TX,,1499,,13967,13.967,,149.9
,,,,Dallas County,,,,,Cedar Hill,TX,,5157,,48568,48.568,,515.7
,,,,Navarro County,,,,,Mildred,TX,,439,,4096,4.096,,43.9
,,,,Navarro County,,,,,Corsicana,TX,,5497,,28847,28.847,,549.7
,,,,Kaufman County,,,,,Crandall,TX,,337,,5930,5.93,,33.7
,,,,Dallas County,,,,,Desoto,TX,,6134,,52377,52.377,,613.4
,,,,Dallas County,,,,,Duncanville,TX,,3789,,19996,19.996,,378.9
,,,,Van Zandt County,,,,,Edgewood,TX,,465,,4007,4.007,,46.5
,,,,Ellis County,,,,,Ennis,TX,,5570,,27514,27.514,,557
,,,,Henderson County,,,,,Eustace,TX,,369,,4229,4.229,,36.9
,,,,Ellis County,,,,,Ferris,TX,,952,,6236,6.236,,95.2
,,,,Kaufman County,,,,,Forney,TX,,2297,,42409,42.409,,229.7
,,,,Dallas County,,,,,Lancaster,TX,,4718,,22106,22.106,,471.8
,,,,Hunt County,,,,,Caddo Mills,TX,,751,,7113,7.113,,75.1
,,,,Dallas County,,,,,Duncanville,TX,,2404,,19640,19.64,,240.4
,,,,Van Zandt County,,,,,Grand Saline,TX,,1339,,6752,6.752,,133.9
,,,,Dallas County,,,,,Hutchins,TX,,1057,,5815,5.815,,105.7
,,,,Kaufman County,,,,,Kaufman,TX,,3663,,18702,18.702,,366.3
,,,,Henderson County,,,,,Tool,TX,,2515,,14138,14.138,,251.5
,,,,Navarro County,,,,,Kerens,TX,,736,,3377,3.377,,73.6
,,,,Dallas County,,,,,Lancaster,TX,,2040,,19071,19.071,,204
,,,,Kaufman County,,,,,Mabank,TX,,816,,6736,6.736,,81.6
,,,,Dallas County,,,,,Mesquite,TX,,11165,,55797,55.797,,1116.5
,,,,Dallas County,,,,,Mesquite,TX,,8197,,62297,62.297,,819.7
,,,,Ellis County,,,,,Palmer,TX,,376,,4694,4.694,,37.6
,,,,Ellis County,,,,,Red Oak,TX,,3574,,40225,40.225,,357.4
,,,,Henderson County,,,,,Gun Barrel City,TX,,2810,,15720,15.72,,281
,,,,Kaufman County,,,,,Scurry,TX,,603,,3793,3.793,,60.3
,,,,Dallas County,,,,,Seagoville,TX,,2193,,19440,19.44,,219.3
,,,,Kaufman County,,,,,Terrell,TX,,683,,6577,6.577,,68.3
,,,,Ellis County,,,,,Waxahachie,TX,,5619,,42048,42.048,,561.9
,,,,Collin County,,,,,Lavon,TX,,19,,4057,4.057,,1.9
,,,,Ellis County,,,,,Waxahachie,TX,,396,,10616,10.616,,39.6
,,,,Van Zandt County,,,,,Wills Point,TX,,2092,,12779,12.779,,209.2
,,,,Collin County,,,,,Josephine,TX,,485,,4166,4.166,,48.5
,,,,Dallas County,,,,,Balch Springs,TX,,5255,,24112,24.112,,525.5
,,,,Dallas County,,,,,Mesquite,TX,,1633,,27588,27.588,,163.3
,,,,Dallas County,,,,,Sunnyvale,TX,,139,,6077,6.077,,13.9
,,,,Rockwall County,,,,,Royse City,TX,,1812,,25560,25.56,,181.2
,,,,Dallas County,,,,,Dallas,TX,,2053,,15185,15.185,,205.3
,,,,Dallas County,,,,,Dallas,TX,,313,,2029,2.029,,31.3
,,,,Dallas County,,,,,Dallas,TX,,4998,,16351,16.351,,499.8
,,,,Dallas County,,,,,Dallas,TX,,5843,,30370,30.37,,584.3
,,,,Dallas County,,,,,University Park,TX,,1097,,24211,24.211,,109.7
,,,,Dallas County,,,,,Dallas,TX,,5467,,38762,38.762,,546.7
,,,,Dallas County,,,,,Dallas,TX,,4947,,29448,29.448,,494.7
,,,,Dallas County,,,,,Dallas,TX,,950,,13898,13.898,,95
,,,,Dallas County,,,,,Dallas,TX,,3540,,8243,8.243,,354
,,,,Dallas County,,,,,Dallas,TX,,19107,,77600,77.6,,1910.7
,,,,Dallas County,,,,,Dallas,TX,,8414,,26120,26.12,,841.4
,,,,Dallas County,,,,,Dallas,TX,,3197,,34145,34.145,,319.7
,,,,Dallas County,,,,,Dallas,TX,,5344,,15664,15.664,,534.4
,,,,Dallas County,,,,,Dallas,TX,,19585,,52895,52.895,,1958.5
,,,,Dallas County,,,,,Dallas,TX,,26496,,85249,85.249,,2649.6
,,,,Dallas County,,,,,Dallas,TX,,2123,,22264,22.264,,212.3
,,,,Dallas County,,,,,Dallas,TX,,2645,,23277,23.277,,264.5
,,,,Dallas County,,,,,Dallas,TX,,9353,,42642,42.642,,935.3
,,,,Dallas County,,,,,Dallas,TX,,10031,,36468,36.468,,1003.1
,,,,Dallas County,,,,,Dallas,TX,,572,,21568,21.568,,57.2
,,,,Dallas County,,,,,Dallas,TX,,14625,,57806,57.806,,1462.5
,,,,Dallas County,,,,,Dallas,TX,,16217,,74605,74.605,,1621.7
,,,,Dallas County,,,,,Dallas,TX,,3607,,32390,32.39,,360.7
,,,,Dallas County,,,,,Dallas,TX,,1767,,27521,27.521,,176.7
,,,,Dallas County,,,,,Dallas,TX,,9793,,30714,30.714,,979.3
,,,,Dallas County,,,,,Dallas,TX,,4102,,16318,16.318,,410.2
,,,,Dallas County,,,,,Farmers Branch,TX,,3574,,32589,32.589,,357.4
,,,,Dallas County,,,,,Dallas,TX,,4188,,18794,18.794,,418.8
,,,,Dallas County,,,,,Dallas,TX,,4156,,18542,18.542,,415.6
,,,,Dallas County,,,,,Dallas,TX,,6697,,20295,20.295,,669.7
,,,,Dallas County,,,,,Dallas,TX,,5252,,33009,33.009,,525.2
,,,,Dallas County,,,,,Dallas,TX,,6551,,27875,27.875,,655.1
,,,,Dallas County,,,,,Dallas,TX,,7619,,29398,29.398,,761.9
,,,,Dallas County,,,,,Dallas,TX,,17188,,67445,67.445,,1718.8
,,,,Dallas County,,,,,Dallas,TX,,705,,13613,13.613,,70.5
,,,,Dallas County,,,,,Dallas,TX,,2409,,35464,35.464,,240.9
,,,,Dallas County,,,,,Dallas,TX,,2038,,16100,16.1,,203.8
,,,,Dallas County,,,,,Dallas,TX,,4336,,26493,26.493,,433.6
,,,,Dallas County,,,,,Dallas,TX,,5398,,22721,22.721,,539.8
,,,,Dallas County,,,,,Dallas,TX,,4456,,26602,26.602,,445.6
,,,,Dallas County,,,,,Dallas,TX,,5907,,53903,53.903,,590.7
,,,,Hunt County,,,,,Greenville,TX,,2273,,16931,16.931,,227.3
,,,,Collin County,,,,,Princeton,TX,,2007,,16367,16.367,,200.7
,,,,Collin County,,,,,Anna,TX,,1105,,14010,14.01,,110.5
,,,,Lamar County,,,,,Blossom,TX,,415,,2887,2.887,,41.5
,,,,Fannin County,,,,,Bonham,TX,,1811,,14318,14.318,,181.1
,,,,Hunt County,,,,,Campbell,TX,,368,,2946,2.946,,36.8
,,,,Hunt County,,,,,Celeste,TX,,401,,2749,2.749,,40.1
,,,,Collin County,,,,,Blue Ridge,TX,,378,,3765,3.765,,37.8
,,,,Hunt County,,,,,Commerce,TX,,3304,,10802,10.802,,330.4
,,,,Delta County,,,,,Cooper,TX,,934,,3519,3.519,,93.4
,,,,Rains County,,,,,Emory,TX,,422,,6201,6.201,,42.2
,,,,Collin County,,,,,Farmersville,TX,,1193,,9848,9.848,,119.3
,,,,Fannin County,,,,,Leonard,TX,,589,,4306,4.306,,58.9
,,,,Hunt County,,,,,Lone Oak,TX,,198,,3102,3.102,,19.8
,,,,Collin County,,,,,Melissa,TX,,264,,8807,8.807,,26.4
,,,,Titus County,,,,,Mount Pleasant,TX,,5449,,28560,28.56,,544.9
,,,,Franklin County,,,,,Mount Vernon,TX,,717,,6131,6.131,,71.7
,,,,Lamar County,,,,,Paris,TX,,1207,,11691,11.691,,120.7
,,,,Lamar County,,,,,Powderly,TX,,159,,3879,3.879,,15.9
,,,,Hunt County,,,,,West Tawakoni,TX,,3095,,15047,15.047,,309.5
,,,,Franklin County,,,,,Scroggins,TX,,176,,1814,1.814,,17.6
,,,,Fannin County,,,,,Trenton,TX,,240,,2399,2.399,,24
,,,,Hunt County,,,,,Wolfe City,TX,,608,,3436,3.436,,60.8
,,,,Cass County,,,,,Atlanta,TX,,2008,,10867,10.867,,200.8
,,,,Cass County,,,,,Linden,TX,,818,,4410,4.41,,81.8
,,,,Morris County,,,,,Naples,TX,,340,,2271,2.271,,34
,,,,Morris County,,,,,Omaha,TX,,257,,3189,3.189,,25.7
,,,,Cass County,,,,,Queen City,TX,,681,,4285,4.285,,68.1
,,,,Marion County,,,,,Avinger,TX,,383,,2238,2.238,,38.3
,,,,Panola County,,,,,Carthage,TX,,523,,3137,3.137,,52.3
,,,,Panola County,,,,,Carthage,TX,,1788,,13779,13.779,,178.8
,,,,Morris County,,,,,Daingerfield,TX,,1223,,5908,5.908,,122.3
,,,,Panola County,,,,,Carthage,TX,,546,,2790,2.79,,54.6
,,,,Upshur County,,,,,Gilmer,TX,,2001,,12579,12.579,,200.1
,,,,Upshur County,,,,,Gilmer,TX,,910,,10253,10.253,,91
,,,,Gregg County,,,,,Gladewater,TX,,2261,,12459,12.459,,226.1
,,,,Rusk County,,,,,Henderson,TX,,1966,,17061,17.061,,196.6
,,,,Rusk County,,,,,Henderson,TX,,1844,,12299,12.299,,184.4
,,,,Cass County,,,,,Hughes Springs,TX,,782,,4601,4.601,,78.2
,,,,Marion County,,,,,Jefferson,TX,,1819,,8139,8.139,,181.9
,,,,Gregg County,,,,,Kilgore,TX,,3762,,26009,26.009,,376.2
,,,,Rusk County,,,,,Overton,TX,,1368,,7750,7.75,,136.8
,,,,Camp County,,,,,Pittsburg,TX,,2041,,13047,13.047,,204.1
,,,,Rusk County,,,,,Tatum,TX,,366,,3006,3.006,,36.6
,,,,Smith County,,,,,Tyler,TX,,6250,,34876,34.876,,625
,,,,Smith County,,,,,Tyler,TX,,8962,,28270,28.27,,896.2
,,,,Smith County,,,,,Tyler,TX,,4281,,40868,40.868,,428.1
,,,,Smith County,,,,,Tyler,TX,,2554,,9974,9.974,,255.4
,,,,Smith County,,,,,Tyler,TX,,267,,2591,2.591,,26.7
,,,,Smith County,,,,,Tyler,TX,,1445,,9793,9.793,,144.5
,,,,Smith County,,,,,Tyler,TX,,2596,,14565,14.565,,259.6
,,,,Smith County,,,,,Tyler,TX,,1585,,7709,7.709,,158.5
,,,,Smith County,,,,,Tyler,TX,,605,,5046,5.046,,60.5
,,,,Smith County,,,,,Arp,TX,,459,,3695,3.695,,45.9
,,,,Henderson County,,,,,Athens,TX,,882,,7445,7.445,,88.2
,,,,Van Zandt County,,,,,Murchison,TX,,800,,6506,6.506,,80
,,,,Smith County,,,,,Bullard,TX,,1278,,12166,12.166,,127.8
,,,,Smith County,,,,,Tyler,TX,,1008,,12986,12.986,,100.8
,,,,Henderson County,,,,,Coffee City,TX,,941,,6286,6.286,,94.1
,,,,Cherokee County,,,,,Jacksonville,TX,,4768,,26671,26.671,,476.8
,,,,Henderson County,,,,,Poynor,TX,,340,,3364,3.364,,34
,,,,Smith County,,,,,Hide A Way,TX,,2018,,21078,21.078,,201.8
,,,,Van Zandt County,,,,,Murchison,TX,,443,,3167,3.167,,44.3
,,,,Cherokee County,,,,,Rusk,TX,,1437,,10909,10.909,,143.7
,,,,Smith County,,,,,Troup,TX,,1061,,7501,7.501,,106.1
,,,,Van Zandt County,,,,,Van,TX,,727,,4600,4.6,,72.7
,,,,Smith County,,,,,Whitehouse,TX,,1620,,13268,13.268,,162
,,,,Smith County,,,,,Winona,TX,,350,,2562,2.562,,35
,,,,Anderson County,,,,,Palestine,TX,,3244,,15615,15.615,,324.4
,,,,Anderson County,,,,,Palestine,TX,,2057,,22903,22.903,,205.7
,,,,Leon County,,,,,Buffalo,TX,,860,,5746,5.746,,86
,,,,Houston County,,,,,Crockett,TX,,2934,,10924,10.924,,293.4
,,,,Anderson County,,,,,Elkhart,TX,,664,,5192,5.192,,66.4
,,,,Freestone County,,,,,Fairfield,TX,,941,,6950,6.95,,94.1
,,,,Houston County,,,,,Grapeland,TX,,1243,,6340,6.34,,124.3
,,,,Trinity County,,,,,Trinity,TX,,1874,,9863,9.863,,187.4
,,,,Shelby County,,,,,Center,TX,,2835,,13955,13.955,,283.5
,,,,Polk County,,,,,Corrigan,TX,,881,,4939,4.939,,88.1
,,,,Shelby County,,,,,Joaquin,TX,,581,,3079,3.079,,58.1
,,,,Jasper County,,,,,Kirbyville,TX,,1921,,8533,8.533,,192.1
,,,,Newton County,,,,,Newton,TX,,971,,5287,5.287,,97.1
,,,,Shelby County,,,,,Center,TX,,615,,2470,2.47,,61.5
,,,,Shelby County,,,,,Timpson,TX,,1064,,3727,3.727,,106.4
,,,,Tyler County,,,,,Woodville,TX,,2109,,12384,12.384,,210.9
,,,,Angelina County,,,,,Zavalla,TX,,445,,2500,2.5,,44.5
,,,,Tarrant County,,,,,Arlington,TX,,2849,,31829,31.829,,284.9
,,,,Tarrant County,,,,,Arlington,TX,,2256,,36569,36.569,,225.6
